azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14,azimuth15,elevation15,temperature15,humidity15,vPanel15,azimuth16,elevation16,temperature16,humidity16,vPanel16,azimuth17,elevation17,temperature17,humidity17,vPanel17,azimuth18,elevation18,temperature18,humidity18,vPanel18
100.879,44.624,32.3,26.4,1.473,101.124,44.854,35.8,21.3,1.068,101.38,45.093,38.1,19.2,1.007,101.644,45.338,39.5,18.1,1.01,101.889,45.565,40.7,17.4,1.021,102.15,45.803,40.5,17.1,1.028,102.408,46.039,40.2,17.6,1.034,102.672,46.277,39.4,18.0,1.043,102.933,46.511,39.9,17.2,1.052,103.2,46.749,40.6,16.5,1.052,103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102
101.124,44.854,35.8,21.3,1.068,101.38,45.093,38.1,19.2,1.007,101.644,45.338,39.5,18.1,1.01,101.889,45.565,40.7,17.4,1.021,102.15,45.803,40.5,17.1,1.028,102.408,46.039,40.2,17.6,1.034,102.672,46.277,39.4,18.0,1.043,102.933,46.511,39.9,17.2,1.052,103.2,46.749,40.6,16.5,1.052,103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119
101.38,45.093,38.1,19.2,1.007,101.644,45.338,39.5,18.1,1.01,101.889,45.565,40.7,17.4,1.021,102.15,45.803,40.5,17.1,1.028,102.408,46.039,40.2,17.6,1.034,102.672,46.277,39.4,18.0,1.043,102.933,46.511,39.9,17.2,1.052,103.2,46.749,40.6,16.5,1.052,103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125
101.644,45.338,39.5,18.1,1.01,101.889,45.565,40.7,17.4,1.021,102.15,45.803,40.5,17.1,1.028,102.408,46.039,40.2,17.6,1.034,102.672,46.277,39.4,18.0,1.043,102.933,46.511,39.9,17.2,1.052,103.2,46.749,40.6,16.5,1.052,103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127
101.889,45.565,40.7,17.4,1.021,102.15,45.803,40.5,17.1,1.028,102.408,46.039,40.2,17.6,1.034,102.672,46.277,39.4,18.0,1.043,102.933,46.511,39.9,17.2,1.052,103.2,46.749,40.6,16.5,1.052,103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125
102.15,45.803,40.5,17.1,1.028,102.408,46.039,40.2,17.6,1.034,102.672,46.277,39.4,18.0,1.043,102.933,46.511,39.9,17.2,1.052,103.2,46.749,40.6,16.5,1.052,103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119
102.408,46.039,40.2,17.6,1.034,102.672,46.277,39.4,18.0,1.043,102.933,46.511,39.9,17.2,1.052,103.2,46.749,40.6,16.5,1.052,103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125
102.672,46.277,39.4,18.0,1.043,102.933,46.511,39.9,17.2,1.052,103.2,46.749,40.6,16.5,1.052,103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134
102.933,46.511,39.9,17.2,1.052,103.2,46.749,40.6,16.5,1.052,103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134
103.2,46.749,40.6,16.5,1.052,103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147
103.465,46.983,41.3,16.1,1.049,103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154
103.735,47.22,41.5,15.1,1.053,104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167
104.014,47.463,41.5,15.2,1.061,104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184
104.284,47.697,42.7,14.8,1.067,104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185
104.613,47.979,43.8,13.7,1.071,104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193
104.876,48.203,43.3,14.1,1.072,105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2
105.156,48.438,43.2,14.2,1.076,105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205
105.433,48.67,43.7,13.9,1.077,105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212
105.713,48.902,44.5,13.7,1.102,105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216
105.987,49.128,43.5,14.2,1.119,106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229
106.296,49.38,44.5,13.5,1.125,106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245
106.57,49.602,45.1,13.1,1.127,106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253
106.861,49.836,43.6,13.8,1.125,107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259
107.155,50.069,44.3,13.6,1.119,107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261
107.442,50.296,42.5,15.0,1.125,107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266
107.74,50.528,42.6,15.2,1.134,108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266,113.813,54.829,43.6,13.8,1.264
108.036,50.757,42.3,15.1,1.134,108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266,113.813,54.829,43.6,13.8,1.264,114.176,55.06,44.5,13.2,1.276
108.65,51.226,40.4,16.5,1.147,108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266,113.813,54.829,43.6,13.8,1.264,114.176,55.06,44.5,13.2,1.276,114.58,55.314,44.2,13.3,1.282
108.953,51.454,41.3,15.8,1.154,109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266,113.813,54.829,43.6,13.8,1.264,114.176,55.06,44.5,13.2,1.276,114.58,55.314,44.2,13.3,1.282,114.937,55.536,44.0,13.4,1.282
109.25,51.676,40.6,16.4,1.167,109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266,113.813,54.829,43.6,13.8,1.264,114.176,55.06,44.5,13.2,1.276,114.58,55.314,44.2,13.3,1.282,114.937,55.536,44.0,13.4,1.282,115.292,55.754,44.4,13.1,1.289
109.557,51.903,41.3,15.6,1.184,109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266,113.813,54.829,43.6,13.8,1.264,114.176,55.06,44.5,13.2,1.276,114.58,55.314,44.2,13.3,1.282,114.937,55.536,44.0,13.4,1.282,115.292,55.754,44.4,13.1,1.289,115.665,55.98,45.6,12.5,1.304
109.871,52.133,41.2,15.5,1.185,110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266,113.813,54.829,43.6,13.8,1.264,114.176,55.06,44.5,13.2,1.276,114.58,55.314,44.2,13.3,1.282,114.937,55.536,44.0,13.4,1.282,115.292,55.754,44.4,13.1,1.289,115.665,55.98,45.6,12.5,1.304,116.017,56.191,46.2,12.2,1.315
110.183,52.359,41.6,15.3,1.193,110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266,113.813,54.829,43.6,13.8,1.264,114.176,55.06,44.5,13.2,1.276,114.58,55.314,44.2,13.3,1.282,114.937,55.536,44.0,13.4,1.282,115.292,55.754,44.4,13.1,1.289,115.665,55.98,45.6,12.5,1.304,116.017,56.191,46.2,12.2,1.315,116.387,56.409,47.7,11.6,1.327
110.502,52.587,42.0,15.1,1.2,110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266,113.813,54.829,43.6,13.8,1.264,114.176,55.06,44.5,13.2,1.276,114.58,55.314,44.2,13.3,1.282,114.937,55.536,44.0,13.4,1.282,115.292,55.754,44.4,13.1,1.289,115.665,55.98,45.6,12.5,1.304,116.017,56.191,46.2,12.2,1.315,116.387,56.409,47.7,11.6,1.327,116.77,56.633,47.5,11.6,1.328
110.819,52.813,41.7,14.9,1.205,111.143,53.04,41.8,15.1,1.212,111.453,53.256,42.9,14.5,1.216,111.795,53.491,42.8,13.1,1.229,112.122,53.715,42.2,13.8,1.245,112.453,53.937,42.3,13.7,1.253,112.795,54.166,44.5,12.8,1.259,113.145,54.396,45.0,12.8,1.261,113.466,54.605,42.8,14.1,1.266,113.813,54.829,43.6,13.8,1.264,114.176,55.06,44.5,13.2,1.276,114.58,55.314,44.2,13.3,1.282,114.937,55.536,44.0,13.4,1.282,115.292,55.754,44.4,13.1,1.289,115.665,55.98,45.6,12.5,1.304,116.017,56.191,46.2,12.2,1.315,116.387,56.409,47.7,11.6,1.327,116.77,56.633,47.5,11.6,1.328,117.127,56.839,47.6,11.2,1.346
